weekdate,position,artist,track
2021-04-09,46,SHANE CODD,GET OUT MY HEAD
2021-04-09,47,SAWEETIE FT DOJA CAT,BEST FRIEND
2021-04-09,48,GHOST KILLER TRACK FT D-BLOCK,TONIGHT
2021-04-09,49,DRAKE,WHAT'S NEXT
2021-04-09,50,DEMI LOVATO,DANCING WITH THE DEVIL
2021-04-16,1,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-04-16,2,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-04-16,3,POLO G,RAPSTAR
2021-04-16,4,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-04-16,5,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-04-16,6,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-04-16,7,TIESTO,THE BUSINESS
2021-04-16,8,TOM GRENNAN,LITTLE BIT OF LOVE
2021-04-16,9,DAVE,TITANIUM
2021-04-16,10,DOJA CAT FT SZA,KISS ME MORE
2021-04-16,11,RUSS MILLIONS & TION WAYNE,BODY
2021-04-16,12,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-04-16,13,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-04-16,14,LIL TJAY & 6LACK,CALLING MY PHONE
2021-04-16,15,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-04-16,16,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-04-16,17,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-04-16,18,MIMI WEBB,GOOD WITHOUT
2021-04-16,19,AVA MAX,MY HEAD & MY HEART
2021-04-16,20,JUSTIN BIEBER,HOLD ON
2021-04-16,21,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-04-16,22,WEEKND,SAVE YOUR TEARS
2021-04-16,23,CARDI B,UP
2021-04-16,24,GLASS ANIMALS,HEAT WAVES
2021-04-16,25,CENTRAL CEE,COMMITMENT ISSUES
2021-04-16,26,OLIVIA RODRIGO,DEJA VU
2021-04-16,27,NAVOS,BELIEVE ME
2021-04-16,28,A1 & J1,LATEST TRENDS
2021-04-16,29,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-04-16,30,TAYLOR SWIFT,MR PERFECTLY FINE (TAYLOR'S VERSION)
2021-04-16,31,MAJESTIC & BONEY M,RASPUTIN
2021-04-16,32,RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE
2021-04-16,33,DAVE/KAMAL,MERCURY
2021-04-16,34,OLIVIA RODRIGO,DRIVERS LICENSE
2021-04-16,35,DUA LIPA,WE'RE GOOD
2021-04-16,36,GIVEON,HEARTBREAK ANNIVERSARY
2021-04-16,37,TOM ZANETTI,DIDN'T KNOW
2021-04-16,38,DUA LIPA,LEVITATING
2021-04-16,39,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-04-16,40,JUSTIN BIEBER,ANYONE
2021-04-16,41,GRIFF,BLACK HOLE
2021-04-16,42,NATHAN DAWE/ANNE-MARIE/MOSTACK,WAY TOO LONG
2021-04-16,43,RAG'N'BONE MAN,ALL YOU EVER WANTED
2021-04-16,44,KID LAROI,WITHOUT YOU
2021-04-16,45,TAYLOR SWIFT,RELOVE STORY (TAYLOR'S VERSION)
2021-04-16,46,WEEKND,BLINDING LIGHTS
2021-04-16,47,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-04-16,48,CENTRAL CEE,6 FOR 6
2021-04-16,49,JAMES ARTHUR,MEDICINE
2021-04-16,50,JOEL CORRY FT MNEK,HEAD & HEART
2021-04-23,1,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-04-23,2,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-04-23,3,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-04-23,4,POLO G,RAPSTAR
2021-04-23,5,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-04-23,6,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-04-23,7,TOM GRENNAN,LITTLE BIT OF LOVE
2021-04-23,8,TIESTO,THE BUSINESS
2021-04-23,9,DOJA CAT FT SZA,KISS ME MORE
2021-04-23,10,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-04-23,11,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-04-23,12,OLIVIA RODRIGO,DEJA VU
2021-04-23,13,DAVE,TITANIUM
2021-04-23,14,TION WAYNE & RUSS MILLIONS,BODY
2021-04-23,15,MIMI WEBB,GOOD WITHOUT
2021-04-23,16,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-04-23,17,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-04-23,18,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-04-23,19,AVA MAX,MY HEAD & MY HEART
2021-04-23,20,GLASS ANIMALS,HEAT WAVES
2021-04-23,21,WEEKND,SAVE YOUR TEARS
2021-04-23,22,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-04-23,23,LIL TJAY & 6LACK,CALLING MY PHONE
2021-04-23,24,JUSTIN BIEBER,HOLD ON
2021-04-23,25,CARDI B,UP
2021-04-23,26,NAVOS,BELIEVE ME
2021-04-23,27,MAJESTIC & BONEY M,RASPUTIN
2021-04-23,28,CENTRAL CEE,COMMITMENT ISSUES
2021-04-23,29,AJ TRACEY,LITTLE MORE LOVE
2021-04-23,30,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-04-23,31,TOM ZANETTI,DIDN'T KNOW
2021-04-23,32,DUA LIPA,LEVITATING
2021-04-23,33,A1 & J1,LATEST TRENDS
2021-04-23,34,AURORA,RUNAWAY
2021-04-23,35,DUA LIPA,WE'RE GOOD
2021-04-23,36,YOUNG THUG/GUNNA/DRAKE,SOLID
2021-04-23,37,GIVEON,HEARTBREAK ANNIVERSARY
2021-04-23,38,OLIVIA RODRIGO,DRIVERS LICENSE
2021-04-23,39,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-04-23,40,WEEKND,BLINDING LIGHTS
2021-04-23,41,JOEL CORRY FT MNEK,HEAD & HEART
2021-04-23,42,KID LAROI,WITHOUT YOU
2021-04-23,43,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-04-23,44,JAMES ARTHUR,MEDICINE
2021-04-23,45,BAD BOY CHILLER CREW,DON'T YOU WORRY ABOUT ME
2021-04-23,46,BECKY HILL,LAST TIME
2021-04-23,47,DAVE/KAMAL,MERCURY
2021-04-23,48,GRIFF,BLACK HOLE
2021-04-23,49,RAG'N'BONE MAN,ALL YOU EVER WANTED
2021-04-23,50,TAYLOR SWIFT,MR PERFECTLY FINE (TAYLOR'S VERSION)
2021-04-30,1,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-04-30,2,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-04-30,3,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-04-30,4,TION WAYNE & RUSS MILLIONS,BODY
2021-04-30,5,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-04-30,6,DOJA CAT FT SZA,KISS ME MORE
2021-04-30,7,POLO G,RAPSTAR
2021-04-30,8,TOM GRENNAN,LITTLE BIT OF LOVE
2021-04-30,9,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-04-30,10,TIESTO,THE BUSINESS
2021-04-30,11,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-04-30,12,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-04-30,13,OLIVIA RODRIGO,DEJA VU
2021-04-30,14,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-04-30,15,MIMI WEBB,GOOD WITHOUT
2021-04-30,16,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-04-30,17,DAVE,TITANIUM
2021-04-30,18,AVA MAX,MY HEAD & MY HEART
2021-04-30,19,GLASS ANIMALS,HEAT WAVES
2021-04-30,20,WEEKND,SAVE YOUR TEARS
2021-04-30,21,MAJESTIC & BONEY M,RASPUTIN
2021-04-30,22,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-04-30,23,NAVOS,BELIEVE ME
2021-04-30,24,TOM ZANETTI,DIDN'T KNOW
2021-04-30,25,CARDI B,UP
2021-04-30,26,LIL TJAY & 6LACK,CALLING MY PHONE
2021-04-30,27,JUSTIN BIEBER,HOLD ON
2021-04-30,28,DUA LIPA,LEVITATING
2021-04-30,29,AURORA,RUNAWAY
2021-04-30,30,AJ TRACEY,LITTLE MORE LOVE
2021-04-30,31,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-04-30,32,RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE
2021-04-30,33,A1 & J1,LATEST TRENDS
2021-04-30,34,DUA LIPA,WE'RE GOOD
2021-04-30,35,GIVEON,HEARTBREAK ANNIVERSARY
2021-04-30,36,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-04-30,37,OLIVIA RODRIGO,DRIVERS LICENSE
2021-04-30,38,YEARS & YEARS,STARSTRUCK
2021-04-30,39,BECKY HILL,LAST TIME
2021-04-30,40,WEEKND,BLINDING LIGHTS
2021-04-30,41,KID LAROI,WITHOUT YOU
2021-04-30,42,JOEL CORRY FT MNEK,HEAD & HEART
2021-04-30,43,NOIZU,SUMMER 91 (LOOKING BACK)
2021-04-30,44,BAD BOY CHILLER CREW,DON'T YOU WORRY ABOUT ME
2021-04-30,45,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
2021-04-30,46,JAMES ARTHUR,MEDICINE
2021-04-30,47,FRED AGAIN & BLESSED MADONNA,MAREA (WE'VE LOST DANCING)
2021-04-30,48,TRAVIS SCOTT & HVME,GOOSEBUMPS
2021-04-30,49,NATHAN DAWE/ANNE-MARIE/MOSTACK,WAY TOO LONG
2021-04-30,50,GRIFF,BLACK HOLE
2021-05-07,1,TION WAYNE & RUSS MILLIONS,BODY
2021-05-07,2,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-05-07,3,DOJA CAT FT SZA,KISS ME MORE
2021-05-07,4,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-05-07,5,BILLIE EILISH,YOUR POWER
2021-05-07,6,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-05-07,7,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-05-07,8,WEEKND,SAVE YOUR TEARS
2021-05-07,9,POLO G,RAPSTAR
2021-05-07,10,TOM GRENNAN,LITTLE BIT OF LOVE
2021-05-07,11,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-05-07,12,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-05-07,13,OLIVIA RODRIGO,DEJA VU
2021-05-07,14,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-05-07,15,LITTLE MIX,RECONFETTI
2021-05-07,16,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-05-07,17,MIMI WEBB,GOOD WITHOUT
2021-05-07,18,MAJESTIC & BONEY M,RASPUTIN
2021-05-07,19,GLASS ANIMALS,HEAT WAVES
2021-05-07,20,AVA MAX,MY HEAD & MY HEART
2021-05-07,21,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-05-07,22,TOM ZANETTI,DIDN'T KNOW
2021-05-07,23,DAVE,TITANIUM
2021-05-07,24,DUA LIPA,LEVITATING
2021-05-07,25,AURORA,RUNAWAY
2021-05-07,26,AJ TRACEY,LITTLE MORE LOVE
2021-05-07,27,NAVOS,BELIEVE ME
2021-05-07,28,JUSTIN BIEBER,HOLD ON
2021-05-07,29,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-05-07,30,KID LAROI,WITHOUT YOU
2021-05-07,31,RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE
2021-05-07,32,TIESTO,THE BUSINESS
2021-05-07,33,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-05-07,34,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-05-07,35,A1 & J1,LATEST TRENDS
2021-05-07,36,GIVEON,HEARTBREAK ANNIVERSARY
2021-05-07,37,BAD BOY CHILLER CREW,DON'T YOU WORRY ABOUT ME
2021-05-07,38,NATHAN DAWE/ANNE-MARIE/MOSTACK,WAY TOO LONG
2021-05-07,39,YEARS & YEARS,STARSTRUCK
2021-05-07,40,DUA LIPA,WE'RE GOOD
2021-05-07,41,NOIZU,SUMMER 91 (LOOKING BACK)
2021-05-07,42,BECKY HILL,LAST TIME
2021-05-07,43,OLIVIA RODRIGO,DRIVERS LICENSE
2021-05-07,44,FRED AGAIN & BLESSED MADONNA,MAREA (WE'VE LOST DANCING)
2021-05-07,45,WEEKND,BLINDING LIGHTS
2021-05-07,46,JOEL CORRY FT MNEK,HEAD & HEART
2021-05-07,47,GRIFF,BLACK HOLE
2021-05-07,48,POLO G,MARTIN & GINA
2021-05-07,49,JAMES ARTHUR,MEDICINE
2021-05-07,50,MAROON 5/MEGAN THEE STALLION,BEAUTIFUL MISTAKES
2021-05-14,1,TION WAYNE & RUSS MILLIONS,BODY
2021-05-14,2,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-05-14,3,DOJA CAT FT SZA,KISS ME MORE
2021-05-14,4,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-05-14,5,WEEKND,SAVE YOUR TEARS
2021-05-14,6,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-05-14,7,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-05-14,8,TOM GRENNAN,LITTLE BIT OF LOVE
2021-05-14,9,RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE
2021-05-14,10,POLO G,RAPSTAR
2021-05-14,11,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-05-14,12,COLDPLAY,HIGHER POWER
2021-05-14,13,KID LAROI,WITHOUT YOU
2021-05-14,14,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-05-14,15,BILLIE EILISH,YOUR POWER
2021-05-14,16,OLIVIA RODRIGO,DEJA VU
2021-05-14,17,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-05-14,18,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-05-14,19,MAJESTIC & BONEY M,RASPUTIN
2021-05-14,20,MIMI WEBB,GOOD WITHOUT
2021-05-14,21,LITTLE MIX,CONFETTI
2021-05-14,22,GLASS ANIMALS,HEAT WAVES
2021-05-14,23,TOM ZANETTI,DIDN'T KNOW
2021-05-14,24,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-05-14,25,J COLE,I N T E R L U D E
2021-05-14,26,AJ TRACEY,LITTLE MORE LOVE
2021-05-14,27,AVA MAX,MY HEAD & MY HEART
2021-05-14,28,DUA LIPA,LEVITATING
2021-05-14,29,AURORA,RUNAWAY
2021-05-14,30,NAVOS,BELIEVE ME
2021-05-14,31,DAVE,TITANIUM
2021-05-14,32,TRIPPIE REDD FT PLAYBOI CARTI,MISS THE RAGE
2021-05-14,33,TIESTO,THE BUSINESS
2021-05-14,34,BAD BOY CHILLER CREW,DON'T YOU WORRY ABOUT ME
2021-05-14,35,GRIFF,BLACK HOLE
2021-05-14,36,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-05-14,37,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-05-14,38,A1 & J1,LATEST TRENDS
2021-05-14,39,NOIZU,SUMMER 91 (LOOKING BACK)
2021-05-14,40,OLIVIA RODRIGO,DRIVERS LICENSE
2021-05-14,41,YEARS & YEARS,STARSTRUCK
2021-05-14,42,KSI FT YUNGBLUD & POLO G,PATIENCE
2021-05-14,43,FRED AGAIN & BLESSED MADONNA,MAREA (WE'VE LOST DANCING)
2021-05-14,44,GIVEON,HEARTBREAK ANNIVERSARY
2021-05-14,45,PINK,ALL I KNOW SO FAR
2021-05-14,46,BECKY HILL,LAST TIME
2021-05-14,47,DUA LIPA,WE'RE GOOD
2021-05-14,48,WEEKND,BLINDING LIGHTS
2021-05-14,49,NATHAN DAWE/ANNE-MARIE/MOSTACK,WAY TOO LONG
2021-05-14,50,LIL TECCA,EVER LEFT
2021-05-21,1,TION WAYNE & RUSS MILLIONS,BODY
2021-05-21,2,OLIVIA RODRIGO,GOOD 4 U
2021-05-21,3,DOJA CAT FT SZA,KISS ME MORE
2021-05-21,4,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-05-21,5,WEEKND,SAVE YOUR TEARS
2021-05-21,6,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-05-21,7,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-05-21,8,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-05-21,9,RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE
2021-05-21,10,TOM GRENNAN,LITTLE BIT OF LOVE
2021-05-21,11,OLIVIA RODRIGO,DEJA VU
2021-05-21,12,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-05-21,13,J COLE/21 SAVAGE/MORRAY,M Y . L I F E
2021-05-21,14,POLO G,RAPSTAR
2021-05-21,15,J COLE & LIL BABY,P R I D E . I S . T H E . D E V I L
2021-05-21,16,J COLE,A M A R I
2021-05-21,17,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-05-21,18,KID LAROI,WITHOUT YOU
2021-05-21,19,LITTLE MIX,CONFETTI
2021-05-21,20,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-05-21,21,D-BLOCK EUROPE/RAYE,FERRARI HORSES
2021-05-21,22,MAJESTIC & BONEY M,RASPUTIN
2021-05-21,23,GRIFF,BLACK HOLE
2021-05-21,24,MIMI WEBB,GOOD WITHOUT
2021-05-21,25,COLDPLAY,HIGHER POWER
2021-05-21,26,BILLIE EILISH,YOUR POWER
2021-05-21,27,DUA LIPA,LEVITATING
2021-05-21,28,TOM ZANETTI,DIDN'T KNOW
2021-05-21,29,AJ TRACEY,LITTLE MORE LOVE
2021-05-21,30,GLASS ANIMALS,HEAT WAVES
2021-05-21,31,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
2021-05-21,32,NAVOS,BELIEVE ME
2021-05-21,33,AURORA,RUNAWAY
2021-05-21,34,DAVE,TITANIUM
2021-05-21,35,OLIVIA RODRIGO,DRIVERS LICENSE
2021-05-21,36,TIESTO,THE BUSINESS
2021-05-21,37,BELLA POARCH,BUILD A BITCH
2021-05-21,38,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-05-21,39,BAD BOY CHILLER CREW,DON'T YOU WORRY ABOUT ME
2021-05-21,40,NOIZU,SUMMER 91 (LOOKING BACK)
2021-05-21,41,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-05-21,42,NICKI MINAJ/DRAKE/LIL WAYNE,SEEING GREEN
2021-05-21,43,NATHAN DAWE/ANNE-MARIE/MOSTACK,WAY TOO LONG
2021-05-21,44,YEARS & YEARS,STARSTRUCK
2021-05-21,45,FRED AGAIN & BLESSED MADONNA,MAREA (WE'VE LOST DANCING)
2021-05-21,46,A1 & J1,LATEST TRENDS
2021-05-21,47,ELTON JOHN/YEARS & YEARS,IT'S A SIN
2021-05-21,48,GIVEON,HEARTBREAK ANNIVERSARY
2021-05-21,49,JORJA SMITH,ADDICTED
2021-05-21,50,WEEKND,BLINDING LIGHTS
2021-05-28,1,OLIVIA RODRIGO,GOOD 4 U
2021-05-28,2,TION WAYNE & RUSS MILLIONS,BODY
2021-05-28,3,BTS,BUTTER
2021-05-28,4,OLIVIA RODRIGO,DEJA VU
2021-05-28,5,DOJA CAT FT SZA,KISS ME MORE
2021-05-28,6,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-05-28,7,OLIVIA RODRIGO,TRAITOR
2021-05-28,8,WEEKND,SAVE YOUR TEARS
2021-05-28,9,GALANTIS/GUETTA/LITTLE MIX,HEARTBREAK ANTHEM
2021-05-28,10,MIMI WEBB,GOOD WITHOUT
2021-05-28,11,RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE
2021-05-28,12,POLO G,RAPSTAR
2021-05-28,13,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-05-28,14,KID LAROI,WITHOUT YOU
2021-05-28,15,LITTLE MIX,CONFETTI
2021-05-28,16,MAJESTIC & BONEY M,RASPUTIN
2021-05-28,17,MANESKIN,ZITTI E BUONI
2021-05-28,18,GRIFF,BLACK HOLE
2021-05-28,19,COLDPLAY,HIGHER POWER
2021-05-28,20,TOM ZANETTI,DIDN'T KNOW
2021-05-28,21,AJ TRACEY,LITTLE MORE LOVE
2021-05-28,22,ANNE-MARIE & NIALL HORAN,OUR SONG
2021-05-28,23,DUA LIPA,LEVITATING
2021-05-28,24,TOM GRENNAN,LITTLE BIT OF LOVE
2021-05-28,25,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-05-28,26,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-05-28,27,J COLE/21 SAVAGE/MORRAY,M Y . L I F E
2021-05-28,28,J COLE & LIL BABY,P R I D E . I S . T H E . D E V I L
2021-05-28,29,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-05-28,30,BILLIE EILISH,YOUR POWER
2021-05-28,31,YEARS & YEARS,STARSTRUCK
2021-05-28,32,BELLA POARCH,BUILD A BITCH
2021-05-28,33,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-05-28,34,AURORA,RUNAWAY
2021-05-28,35,J COLE,A M A R I
2021-05-28,36,BAD BOY CHILLER CREW,DON'T YOU WORRY ABOUT ME
2021-05-28,37,DAVE,TITANIUM
2021-05-28,38,DREAM,MASK
2021-05-28,39,PINK,ALL I KNOW SO FAR
2021-05-28,40,TIESTO,THE BUSINESS
2021-05-28,41,NOIZU,SUMMER 91 (LOOKING BACK)
2021-05-28,42,LIL NAS X,SUN GOES DOWN
2021-05-28,43,DADI FREYR,10 YEARS
2021-05-28,44,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-05-28,45,NATHAN DAWE/ANNE-MARIE/MOSTACK,WAY TOO LONG
2021-05-28,46,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-05-28,47,JAMES NEWMAN,EMBERS
2021-05-28,48,WEEKND,BLINDING LIGHTS
2021-05-28,49,A1 & J1,LATEST TRENDS
2021-05-28,50,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-06-04,1,OLIVIA RODRIGO,GOOD 4 U
2021-06-04,2,TION WAYNE & RUSS MILLIONS,BODY
2021-06-04,3,DOJA CAT FT SZA,KISS ME MORE
2021-06-04,4,WEEKND,SAVE YOUR TEARS
2021-06-04,5,OLIVIA RODRIGO,DEJA VU
2021-06-04,6,OLIVIA RODRIGO,REDRIVERS LICENSE
2021-06-04,7,BTS,BUTTER
2021-06-04,8,GALANTIS/GUETTA/LITTLE MIX,HEARTBREAK ANTHEM
2021-06-04,9,LITTLE MIX,CONFETTI
2021-06-04,10,MIMI WEBB,GOOD WITHOUT
2021-06-04,11,MAJESTIC & BONEY M,RASPUTIN
2021-06-04,12,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-06-04,13,POLO G,RAPSTAR
2021-06-04,14,RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE
2021-06-04,15,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-06-04,16,TOM ZANETTI,DIDN'T KNOW
2021-06-04,17,LIZZY/FREDO/CENTRAL CEE,MEANT TO BE
2021-06-04,18,DUA LIPA,LEVITATING
2021-06-04,19,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-06-04,20,GRIFF,BLACK HOLE
2021-06-04,21,COLDPLAY,HIGHER POWER
2021-06-04,22,AJ TRACEY,LITTLE MORE LOVE
2021-06-04,23,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
2021-06-04,24,MANESKIN,I WANNA BE YOUR SLAVE
2021-06-04,25,MANESKIN,ZITTI E BUONI
2021-06-04,26,ANNE-MARIE & NIALL HORAN,OUR SONG
2021-06-04,27,TOM GRENNAN,LITTLE BIT OF LOVE
2021-06-04,28,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
2021-06-04,29,NOIZU,SUMMER 91 (LOOKING BACK)
2021-06-04,30,BELLA POARCH,BUILD A BITCH
2021-06-04,31,BAD BOY CHILLER CREW,DON'T YOU WORRY ABOUT ME
2021-06-04,32,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
2021-06-04,33,TIESTO,THE BUSINESS
2021-06-04,34,YEARS & YEARS,STARSTRUCK
2021-06-04,35,WEEKND,BLINDING LIGHTS
2021-06-04,36,FRED AGAIN & BLESSED MADONNA,MAREA (WE'VE LOST DANCING)
2021-06-04,37,NATHAN DAWE/ANNE-MARIE/MOSTACK,WAY TOO LONG
2021-06-04,38,ATB/TOPIC/A7S,YOUR LOVE (9PM)
2021-06-04,39,BILLIE EILISH,YOUR POWER
2021-06-04,40,JOEL CORRY FT MNEK,HEAD & HEART
2021-06-04,41,PINK,ALL I KNOW SO FAR
2021-06-04,42,KID LAROI,WITHOUT YOU
2021-06-04,43,WES NELSON FT YXNG BANE,ICE TO MEET YA
2021-06-04,44,YOUNG ADZ,DAILY DUPPY
2021-06-04,45,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2021-06-04,46,MORRISSON FT AITCH,HOUSE & GARAGE
2021-06-04,47,PS1 FT ALEX HOSKING,LIFE GOES ON
2021-06-04,48,REGARD/TROYE SIVAN/TATE MCRAE,YOU
2021-06-04,49,DAVE,TITANIUM
2021-06-04,50,J COLE & LIL BABY,P R I D E . I S . T H E . D E V I L
2021-06-11,1,OLIVIA RODRIGO,GOOD 4 U
2021-06-11,2,WEEKND,SAVE YOUR TEARS
2021-06-11,3,DOJA CAT FT SZA,KISS ME MORE
2021-06-11,4,OLIVIA RODRIGO,DEJA VU
2021-06-11,5,OLIVIA RODRIGO,RETRAITOR
2021-06-11,6,GALANTIS/GUETTA/LITTLE MIX,HEARTBREAK ANTHEM
2021-06-11,7,ARRDEE,OLIVER TWIST
2021-06-11,8,TION WAYNE & RUSS MILLIONS,BODY
2021-06-11,9,MIMI WEBB,GOOD WITHOUT
2021-06-11,10,LITTLE MIX,CONFETTI
2021-06-11,11,MAJESTIC & BONEY M,RASPUTIN
2021-06-11,12,MANESKIN,I WANNA BE YOUR SLAVE
2021-06-11,13,BTS,BUTTER
2021-06-11,14,BILLIE EILISH,LOST CAUSE
2021-06-11,15,CALVIN HARRIS FT TOM GRENNAN,BY YOUR SIDE
2021-06-11,16,MASKED WOLF,ASTRONAUT IN THE OCEAN
2021-06-11,17,POLO G,RAPSTAR
2021-06-11,18,TOM ZANETTI,DIDN'T KNOW
2021-06-11,19,LIL NAS X,MONTERO (CALL ME BY YOUR NAME)
2021-06-11,20,RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE
2021-06-11,21,TION WAYNE,WOW
2021-06-11,22,ANNE-MARIE & NIALL HORAN,OUR SONG
2021-06-11,23,COLDPLAY,HIGHER POWER
2021-06-11,24,DUA LIPA,LEVITATING
2021-06-11,25,JOEL CORRY/RAYE/DAVID GUETTA,BED
2021-06-11,26,GRIFF,BLACK HOLE
2021-06-11,27,AJ TRACEY,LITTLE MORE LOVE
2021-06-11,28,NOIZU,SUMMER 91 (LOOKING BACK)
2021-06-11,29,HARRY STYLES,WATERMELON SUGAR
2021-06-11,30,NAVOS,BELIEVE ME
2021-06-11,31,BELLA POARCH,BUILD A BITCH
